Cidade;País;Latitude;Longitude;Ano;População
Bergen;Norway;60.391264;5.322053;1300;15000
Binh Dinh;Vietnam;14.166256;108.902683;1300;40000
Bologna;Italy;44.49381;11.33875;1300;40000
Bordeaux;France;44.84044;-0.5805;1300;30000
Brescia;Italy;45.52478;10.22727;1300;24000
Brugge;Belgium;51.210819;3.224936;1300;50000
Budapest;Hungary;47.49801;19.03991;1300;15000
Burgos;Spain;42.35;-3.7;1300;21000
Caen;France;49.18585;-0.35912;1300;20000
Cairo;Egypt;30.06263;31.24967;1300;400000
Campulung Muscel;Romania;47.5308;25.5514;1300;17000
Ceuta;Spain;35.88933;-5.31979;1300;40000
Chengdu;China;30.66667;104.06667;1300;54000
Chinkiang;China;32.2;119.416667;1300;35000
Cologne;Germany;50.937531;6.960278;1300;54000
Cordoba;Spain;38.046133;-4.893564;1300;40000
Cremona;Italy;45.13617;10.02797;1300;38000
Cuttack;India;20.46497;85.87927;1300;90000
Damascus;Syria;33.5102;36.29128;1300;64000
Delhi;India;28.65381;77.22897;1300;100000
Dienne;Senegal;15.033366;-16.350122;1300;20000
Dijon;France;47.31667;5.01667;1300;18000
Dongola;Sudan;19.16667;30.48333;1300;30000
Dublin;Ireland;53.33306;-6.24889;1300;25000
Dumyat;Egypt;31.41648;31.81332;1300;108000
Erfurt;Germany;50.9787;11.03283;1300;30000
Esfahan;Iran;32.651389;51.679192;1300;62000
Esztergom;Hungary;47.7928;18.74148;1300;12000
Feodosia;Russian Federation;45.048889;35.379167;1300;40000
Ferrara;Italy;44.82678;11.62071;1300;23000
Fez;Morocco;34.033333;-5.01;1300;150000
Florence;Italy;43.771033;11248;1300;60000
Frankfurt am Main;Germany;50.110922;8.682128;1300;13000
Fuzhou;China;26.076111;119.306389;1300;70000
Gao;Mali;16.27167;-0.04472;1300;25000
Gauda;India;24.866667;88.133333;1300;100000
Genova;Italy;44.40565;8.946256;1300;85000
Gent;Belgium;51.053469;3.730378;1300;42000
Glasgow;United Kingdom;55.86515;-4.25763;1300;1500
Goa;India;15.299333;74124;1300;40000
Granada;Spain;37.177336;-3.598558;1300;90000
Guangzhou;China;23.11667;113.25;1300;150000
Halebidu;India;12.2591;76.640549;1300;25000
Hangzhou;China;30.25;120.166667;1300;432000
Hormuz;Iran;27.1;56.45;1300;50000
Istanbul;Turkey;41.005275;28.976944;1300;100000
Jerez de la Frontera;Spain;36.6936;-6.132431;1300;9000
Jingdezhen;China;29.268836;117.17842;1300;50000
Kaesong;Dem. People's Republic of Korea;37.97083;126.55444;1300;30000
Kaifeng;China;34.7986;114.30742;1300;90000
Kamakura;Japan;35.30889;139.55028;1300;200000
Kano;Nigeria;12.00012;8.51672;1300;30000
Kashi;China;39.4704;75.989756;1300;50000
Kayalpatam;India;8.566389;78.116389;1300;50000
Kazan;Russian Federation;55.790278;49.134722;1300;30000
Kilwa;Tanzania;-9.149644;38.987675;1300;20000
Konya;Turkey;37.87135;32.48464;1300;40000
Krakow;Poland;50.06143;19.93658;1300;14000
Kunming;China;25.03889;102.71833;1300;50000
Kush;Egypt;18.53;31.84;1300;50000
Kyoto;Japan;35.02107;135.75385;1300;40000
Liege;Belgium;50.63373;5.56749;1300;25000
Lille;France;50.628442;3.054975;1300;15000
Lisbon;Portugal;38.71667;-9.13333;1300;35000
London;United Kingdom;51.511214;-0.119825;1300;45000
Louveigne;Belgium;50.877572;4.704328;1300;14000
Lubeck;Germany;53.865886;10.687097;1300;22000
Lucca;Italy;43.84357;10.50585;1300;18000
Lyon;France;45.74846;4.84671;1300;35000
Madurai;India;9.91735;78.11962;1300;60000
Magdeburg;Germany;52.130808;11.628878;1300;15000
Mainz;Germany;49.98419;8.2791;1300;24000
Majapahit;Indonesia;-8.18947;113.667019;1300;40000
Malaga;Spain;36.721261;-4.421267;1300;30000
Mali;Mali;11;-8;1300;40000
Marrakech;Morocco;31.63416;-7.99994;1300;75000
Marseille;France;43.29695;5.38107;1300;20000
Meknes;Morocco;33.89352;-5.54727;1300;40000
Messina;Italy;38.19327;15.54969;1300;25000
Metz;France;49.11911;6.17269;1300;32000
Milan;Italy;45.465453;9.198786;1300;60000
Montpellier;France;43.61092;3.87723;1300;35000
Nanjing;China;32.05;118.766667;1300;95000
Naples;Italy;40.851775;14.268122;1300;40000
Narbonne;France;43.18333;3;1300;30000
Nimes;France;43.83333;4.35;1300;15000
Norwich;United Kingdom;52.62783;1.29834;1300;24000
Novgorod;Russian Federation;58.525569;31.274192;1300;30000
Orleans;France;47.902964;1.90925;1300;36000
Padua;Italy;45.406436;11.876761;1300;39000
Palermo;Italy;38.115689;13.361267;1300;35000
Palma;Spain;39.56939;2.65024;1300;25000
Paris;France;48.856614;2.352222;1300;228000
Pavia;Italy;45.18446;9.16145;1300;30000
Pisa;Italy;43.71553;10.39659;1300;25000
Plovdiv;Bulgaria;42.15;24.75;1300;20000
Prague;Austria;50.08804;14.42076;1300;40000
Quilon;India;8.88;76.6;1300;50000
Quito;Ecuador;-0.22985;-78.52495;1300;30000
Rabat;Morocco;34.01325;-6.83255;1300;40000
Reggio di Calabria;Italy;38.1113;15.647292;1300;9000
Reims;France;49.25;4.03333;1300;15000
Riobamba;Ecuador;-1.67083;-78.64861;1300;30000
Rome;Italy;41.89474;12.4839;1300;30000
Roskilde;Denmark;55.64152;12.08035;1300;22000
Rouen;France;49.44313;1.09932;1300;50000
Saint-Omer;France;50.750114;2.252208;1300;20000
Sarai;Russian Federation;53.74577;41.02126;1300;100000
Seville;Spain;37.388097;-5.982331;1300;90000
Shiraz;Iran;29.61031;52.53114;1300;50000
Siena;Italy;43.32004;11.33283;1300;21000
Smolensk;Russian Federation;54.7818;32.0401;1300;25000
Soba;Sudan;15.523889;32.680833;1300;20000
Soest;Germany;51.57558;8.10619;1300;14000
Speyer;Germany;49.320478;8.436217;1300;30000
Strasbourg;France;48.58342;7.74296;1300;15000
Sudak;Russian Federation;44.84924;34.97471;1300;30000
Sukhothai;Thailand;17.005558;99.826372;1300;32500
Suzhou;China;31.3;120.6;1300;91000
Tabriz;Iran;38.08;46.2919;1300;125000
Taiyuan;China;37.87059;112.548879;1300;48000
Texcoco;Mexico;19.504422;-98.891425;1300;50000
Thana;India;19.218331;72.97809;1300;48000
Thessaloniki;Greece;40.63935;22.944606;1300;50000
Tlemcen;Algeria;34.87833;-1315;1300;50000
Toledo;Spain;39.862831;-4.027322;1300;33000
Tombouctou;Mali;16.77348;-3.00742;1300;10000
Toulouse;France;43.60426;1.44367;1300;35000
Tours;France;47.38333;0.68333;1300;25000
Trabzon;Turkey;41.00145;39.717806;1300;60000
Trier;Germany;49.75565;6.63935;1300;15000
Troyes;France;48.3;4.08333;1300;20000
Tsinkiang;China;24.913889;118.58583;1300;80000
Tunis;Tunisia;36.818811;10.165961;1300;50000
Turpan;China;42.93333;89.16667;1300;40000
Tver;Russian Federation;56.858722;35.917597;1300;27000
Ulm;Germany;48.39841;9.99155;1300;4000
Utrecht;Netherlands;52.09083;5.12222;1300;20000
Valencia;Spain;39.469908;-0.376289;1300;37000
Veliko Tarnovo;Bulgaria;43.083333;25.65;1300;35000
Venice;Italy;45.440847;12.315514;1300;110000
Verona;Italy;45.43419;10.99779;1300;36000
Vienna;Austria;48.20849;16.37208;1300;21000
Vijayanagar;India;15335;76462;1300;40000
Visby;Sweden;57.64089;18.29602;1300;15000
Vladimir;Russian Federation;56.13655;40.39658;1300;31000
Warangal;India;17.968901;79.58333;1300;80000
Worms;Germany;49.63278;8.35916;1300;20000
Wroclaw;Germany;51.116667;17.033333;1300;14000
Wuhan;China;30.58333;114.26667;1300;84000
Xian;China;34.341485;108.940404;1300;118000
Yadz;Iran;31.896611;54.360681;1300;40000
Yangzhou;China;32.4;119.416667;1300;85000
Yinchuan;China;38.4667;106.2667;1300;60000
Ypres;Belgium;50.849997;2.883339;1300;30000
Zaragoza;Spain;41.648792;-0.889581;1300;20000
Zimbabwe;Zimbabwe;-20.266667;30.933333;1300;25000
Messina;Italy;38.19327;15.54969;1302;25000
Chittoor;India;13.217176;79.100329;1303;30000
Beziers;France;43.34762;3.21899;1304;14476
Cremona;Italy;45.13617;10.02797;1304;38000
Tripoli;Libya;32.876175;13.187508;1307;10000
Gent;Belgium;51.053469;3.730378;1309;42000
Ypres;Belgium;50.849997;2.883339;1309;30000
Ferrara;Italy;44.82678;11.62071;1310;23000
Hamburg;Germany;53.57532;10.01534;1311;8000
Norwich;United Kingdom;52.62783;1.29834;1311;25000
Ypres;Belgium;50.849997;2.883339;1311;30000
Zaragoza;Spain;41.648792;-0.889581;1311;21000
Xian;China;34.341485;108.940404;1312;118000
Mainz;Germany;49.98419;8.2791;1313;24000
Toulon;France;43.11667;5.93333;1314;3000
Piacenza;Italy;45.04676;9.69937;1316;24000
Daulatabad;India;19.942724;75.213164;1318;13000
Amalfi;Italy;40.634003;14.602683;1320;12500
Arles;France;43.6767;4.6278;1320;17000
Dijon;France;47.31667;5.01667;1320;18000
Esfahan;Iran;32.651389;51.679192;1320;62000
Hamadan;Iran;34.79922;48.51456;1320;18000
Maragheh;Iran;37.383531;46.237961;1320;12000
Nimes;France;43.83333;4.35;1320;16000
Padua;Italy;45.406436;11.876761;1320;40000
Qazvin;Iran;36.26877;50.0041;1320;9000
Salerno;Italy;40.67797;14.76599;1320;10000
Soltaniyeh;Iran;36.434722;48.7975;1320;50000
Tabriz;Iran;38.08;46.2919;1320;110000
Yadz;Iran;31.896611;54.360681;1320;40000
Dienne;Senegal;15.033366;-16.350122;1324;20000
Mali;Mali;11;-8;1324;60000
Reims;France;49.25;4.03333;1325;15000
Tsinkiang;China;24.913889;118.58583;1325;85000
Wroclaw;Germany;51.116667;17.033333;1325;15000
Chittoor;India;13.217176;79.100329;1326;30000
Delhi;India;28.65381;77.22897;1327;40000
Edinburgh;United Kingdom;55.95206;-3.19648;1327;1000
Paris;France;48.856614;2.352222;1328;274000
Wroclaw;Germany;51.116667;17.033333;1329;16000
Kaifeng;China;34.7986;114.30742;1330;90000
Liaoyang;China;41.266667;123.183333;1330;25000
Rabat;Morocco;34.01325;-6.83255;1330;40000
Sarai;Russian Federation;53.74577;41.02126;1330;117000
Chinkiang;China;32.2;119.416667;1331;36000
Shenyang;China;41.79222;123.43278;1331;29000
Cologne;Germany;50.937531;6.960278;1333;57000
Lucca;Italy;43.84357;10.50585;1333;23000
Toulouse;France;43.60426;1.44367;1335;35000
Moscow;Russian Federation;55.75222;37.61556;1337;22000
Brugge;Belgium;51.210819;3.224936;1340;35000
Fez;Morocco;34.033333;-5.01;1340;125000
Istanbul;Turkey;41.005275;28.976944;1340;80000
Naples;Italy;40.851775;14.268122;1340;60000
Shiraz;Iran;29.61031;52.53114;1340;85000
Tours;France;47.38333;0.68333;1340;26000
Madurai;India;9.91735;78.11962;1341;36000
Moscow;Russian Federation;55.75222;37.61556;1343;35000
Goa;India;15.299333;74124;1344;40000
Nanjing;China;32.05;118.766667;1344;95000
Ulm;Germany;48.39841;9.99155;1345;7500
Caen;France;49.18585;-0.35912;1346;18000
Prague;Austria;50.08804;14.42076;1346;50000
Florence;Italy;43.771033;11248;1347;55000
Montpellier;France;43.61092;3.87723;1347;40000
Siena;Italy;43.32004;11.33283;1347;22000
Venice;Italy;45.440847;12.315514;1347;110000
Avignon;France;43.94834;4.80892;1348;35000
Cairo;Egypt;30.06263;31.24967;1348;500000
London;United Kingdom;51.511214;-0.119825;1348;65000
Messina;Italy;38.19327;15.54969;1348;22000
Wroclaw;Germany;51.116667;17.033333;1348;21866
Aleppo;Syria;36.216667;37.166667;1350;70000
Alexandria;Egypt;31.200092;29.918739;1350;60000
Angkor;Cambodia;13.412417;103.86705;1350;90000
Baghdad;Iraq;33.34058;44.40088;1350;100000
Beijing;China;39.9075;116.39723;1350;400000
Binh Dinh;Vietnam;14.166256;108.902683;1350;50000
Bratislava;Slovakia;48.145892;17.107136;1350;12000
Bursa;Turkey;40.19266;29.08403;1350;45000
Cairo;Egypt;30.06263;31.24967;1350;350000
Calicut;India;11.258753;75.78041;1350;50000
Cambay;India;22.313114;72.619408;1350;50000
Chengdu;China;30.66667;104.06667;1350;50000
Constantine;Algeria;36365;6.61472;1350;30000
Cuttack;India;20.46497;85.87927;1350;90000
Damascus;Syria;33.5102;36.29128;1350;74000
Delhi;India;28.65381;77.22897;1350;125000
Dumyat;Egypt;31.41648;31.81332;1350;80000
Esfahan;Iran;32.651389;51.679192;1350;70000
Feodosia;Russian Federation;45.048889;35.379167;1350;55000
Fez;Morocco;34.033333;-5.01;1350;125000
Florence;Italy;43.771033;11248;1350;40000
Fuzhou;China;26.076111;119.306389;1350;70000
Genova;Italy;44.40565;8.946256;1350;70000
Gent;Belgium;51.053469;3.730378;1350;57000
Goa;India;15.299333;74124;1350;40000
Granada;Spain;37.177336;-3.598558;1350;60000
Guangzhou;China;23.11667;113.25;1350;150000
Gulbarga;India;17.33764;76.83787;1350;70000
Hangzhou;China;30.25;120.166667;1350;432000
Hanoi;Vietnam;21.033333;105.85;1350;45000
Hormuz;Iran;27.1;56.45;1350;40000
Istanbul;Turkey;41.005275;28.976944;1350;80000
Kaifeng;China;34.7986;114.30742;1350;90000
Kashi;China;39.4704;75.989756;1350;40000
Kunming;China;25.03889;102.71833;1350;50000
Kush;Egypt;18.53;31.84;1350;40000
Lisbon;Portugal;38.71667;-9.13333;1350;45000
Louveigne;Belgium;50.877572;4.704328;1350;20000
Lubeck;Germany;53.865886;10.687097;1350;34000
Majapahit;Indonesia;-8.18947;113.667019;1350;40000
Mali;Mali;11;-8;1350;60000
Marrakech;Morocco;31.63416;-7.99994;1350;50000
Martaban;Myanmar;16.52834;97.6157;1350;40000
Milan;Italy;45.465453;9.198786;1350;50000
Nanjing;China;32.05;118.766667;1350;95000
Naples;Italy;40.851775;14.268122;1350;40000
Nizhniy Novgorod;Russian Federation;56.3269;44.0075;1350;40000
Paris;France;48.856614;2.352222;1350;215000
Patan;India;23.8507;72.12963;1350;50000
Prague;Austria;50.08804;14.42076;1350;50000
Quilon;India;8.88;76.6;1350;60000
Rouen;France;49.44313;1.09932;1350;40000
Sarai;Russian Federation;53.74577;41.02126;1350;120000
Shiraz;Iran;29.61031;52.53114;1350;80000
Soltaniyeh;Iran;36.434722;48.7975;1350;50000
Sukhothai;Thailand;17.005558;99.826372;1350;40000
Suzhou;China;31.3;120.6;1350;96000
Szczecin;Poland;53.416667;14.583333;1350;6000
Tabriz;Iran;38.08;46.2919;1350;100000
Taiyuan;China;37.87059;112.548879;1350;50000
Texcoco;Mexico;19.504422;-98.891425;1350;70000
Tlemcen;Algeria;34.87833;-1315;1350;50000
Trakai;Lithuania;54.633333;24.933333;1350;40000
Tsinkiang;China;24.913889;118.58583;1350;90000
Venice;Italy;45.440847;12.315514;1350;85000
Vijayanagar;India;15335;76462;1350;100000
Vilnius;Lithuania;54.683333;25.283333;1350;20000
Wuhan;China;30.58333;114.26667;1350;90000
Xian;China;34.341485;108.940404;1350;114000
Xuzhou;China;34.26;117.21;1350;40000
Yangzhou;China;32.4;119.416667;1350;75000
Gao;Mali;16.27167;-0.04472;1353;30000
Delhi;India;28.65381;77.22897;1354;125000
Tours;France;47.38333;0.68333;1354;25000
Valencia;Spain;39.469908;-0.376289;1355;47000
Angkor;Cambodia;13.412417;103.86705;1357;90000
Gent;Belgium;51.053469;3.730378;1358;60000
Barcelona;Spain;41.38879;2.15899;1359;38000
Gent;Belgium;51.053469;3.730378;1359;59000
Hangzhou;China;30.25;120.166667;1360;230000
Reims;France;49.25;4.03333;1360;17500
Marseille;France;43.29695;5.38107;1361;10000
Provins;France;48.55;3.3;1361;3000
Tunis;Tunisia;36.818811;10.165961;1361;35000
Valencia;Spain;39.469908;-0.376289;1361;47000
Visby;Sweden;57.64089;18.29602;1361;17000
Nurnberg;Germany;49.452031;11.07675;1363;13000
Trier;Germany;49.75565;6.63935;1363;10000
Augsberg;Germany;48.371444;10.898239;1364;26000
Rouen;France;49.44313;1.09932;1364;60000
Gulbarga;India;17.33764;76.83787;1366;90000
Gdansk;Poland;54.352025;18.64663;1367;7700
Montpellier;France;43.61092;3.87723;1367;22000
Valenciennes;France;50.35;3.53333;1367;18000
Fuzhou;China;26.076111;119.306389;1368;70000
Athens;Greece;37.97945;23.71622;1370;30000
Avignon;France;43.94834;4.80892;1370;30000
Chengdu;China;30.66667;104.06667;1370;33000
Xian;China;34.341485;108.940404;1370;112000
Xiangtan;China;27.85;112.9;1370;20053
Bologna;Italy;44.49381;11.33875;1371;40000
Suzhou;China;31.3;120.6;1371;105000
Brussel;Belgium;50.85045;4.34878;1374;20000
Louveigne;Belgium;50.877572;4.704328;1374;15000
Palermo;Italy;38.115689;13.361267;1374;23000
s'Hertogenbosch;Netherlands;51.697819;5.303667;1374;14500
Syracuse;Greece;37.06082237;15.29420264;1374;8000
Delhi;India;28.65381;77.22897;1375;1250000
Vijayanagar;India;15335;76462;1375;350000
Dijon;France;47.31667;5.01667;1376;18000
Dali;China;25.606486;100.267638;1377;25000
Erfurt;Germany;50.9787;11.03283;1377;32000
London;United Kingdom;51.511214;-0.119825;1377;50000
Norwich;United Kingdom;52.62783;1.29834;1377;7000
Plymouth;United Kingdom;50.375456;-4.14305;1377;7256
Rome;Italy;41.89474;12.4839;1377;17000
Turin;Italy;45.07049;7.68682;1377;3500
Ulm;Germany;48.39841;9.99155;1377;10000
Frankfurt am Main;Germany;50.110922;8.682128;1378;17000
Gdansk;Poland;54.352025;18.64663;1378;8500
Narbonne;France;43.18333;3;1378;1000
Prague;Austria;50.08804;14.42076;1378;95000
Suzhou;China;31.3;120.6;1378;122000
Venice;Italy;45.440847;12.315514;1379;110000
Florence;Italy;43.771033;11248;1380;61500
Gent;Belgium;51.053469;3.730378;1380;65000
Siena;Italy;43.32004;11.33283;1380;14500
Fuzhou;China;26.076111;119.306389;1381;81164
Lille;France;50.628442;3.054975;1382;24000
Paris;France;48.856614;2.352222;1382;300000
Oporto;Portugal;41.167972;-8.627064;1383;15000
Taiyuan;China;37.87059;112.548879;1383;53719
Ypres;Belgium;50.849997;2.883339;1383;28000
Alexandria;Egypt;31.200092;29.918739;1384;50000
Barcelona;Spain;41.38879;2.15899;1385;36000
Edinburgh;United Kingdom;55.95206;-3.19648;1385;10000
Inwa;Myanmar;21.857353;95.981936;1385;50000
Toulouse;France;43.60426;1.44367;1385;25964
Tournai;Belgium;50.60715;3.38932;1385;20000
Valenciennes;France;50.35;3.53333;1385;20000
Wenzhou;China;27.99942;120.66682;1385;25000
Zaragoza;Spain;41.648792;-0.889581;1385;19000
Esfahan;Iran;32.651389;51.679192;1387;70000
Verona;Italy;45.43419;10.99779;1387;40000
Vilnius;Lithuania;54.683333;25.283333;1387;30000
Brescia;Italy;45.52478;10.22727;1388;26000
Nanjing;China;32.05;118.766667;1391;473200
Patan;India;23.8507;72.12963;1392;60000
Suzhou;China;31.3;120.6;1393;129000
Parma;Italy;44.80266;10.32898;1395;20000
Aberdeen;United Kingdom;57.14369;-2.09814;1396;2977
Messina;Italy;38.19327;15.54969;1396;15000
Montpellier;France;43.61092;3.87723;1396;17200
Yadz;Iran;31.896611;54.360681;1396;30000
Genova;Italy;44.40565;8.946256;1397;66000
Padua;Italy;45.406436;11.876761;1397;34200
Delhi;India;28.65381;77.22897;1398;125000
Toulouse;France;43.60426;1.44367;1398;24000
Aleppo;Syria;36.216667;37.166667;1399;75000
Naples;Italy;40.851775;14.268122;1399;40000
Nimes;France;43.83333;4.35;1399;1000
Aleppo;Syria;36.216667;37.166667;1400;75000
Alexandria;Egypt;31.200092;29.918739;1400;40000
Almeria;Spain;36.83814;-2.45974;1400;25000
Anantpur;India;14.08339;77.59588;1400;40000
Angkor;Cambodia;13.412417;103.86705;1400;40000
Arras;France;50291;2.777533;1400;9500
Athens;Greece;37.97945;23.71622;1400;35000
Augsberg;Germany;48.371444;10.898239;1400;27000
Avignon;France;43.94834;4.80892;1400;20000
Axum;Ethiopia;14.131781;38.714081;1400;30000
Baghdad;Iraq;33.34058;44.40088;1400;90000
Barcelona;Spain;41.38879;2.15899;1400;36000
Beijing;China;39.9075;116.39723;1400;150000
Bejaia;Algeria;36.75;5.066667;1400;40000
Binh Dinh;Vietnam;14.166256;108.902683;1400;50000
Bologna;Italy;44.49381;11.33875;1400;43000
Bordeaux;France;44.84044;-0.5805;1400;30000
Brescia;Italy;45.52478;10.22727;1400;26000
Brugge;Belgium;51.210819;3.224936;1400;60000
Brussel;Belgium;50.85045;4.34878;1400;26000
Budapest;Hungary;47.49801;19.03991;1400;20000
Bukhara;Uzbekistan;39.765869;64.422347;1400;40000
Burgos;Spain;42.35;-3.7;1400;27000
Bursa;Turkey;40.19266;29.08403;1400;70000
Caen;France;49.18585;-0.35912;1400;18000
Cahokia;United States of America;38.57088;-90.19011;1400;4000
Cairo;Egypt;30.06263;31.24967;1400;360000
Cajamarquilla;Peru;-11.985278;-76.910556;1400;40000
Calicut;India;11.258753;75.78041;1400;50000
Cambay;India;22.313114;72.619408;1400;60000
Ceuta;Spain;35.88933;-5.31979;1400;30000
Chanchan;Peru;-8106;-79.074536;1400;25000
Chengdu;China;30.66667;104.06667;1400;50000
Chittoor;India;13.217176;79.100329;1400;40000
Cologne;Germany;50.937531;6.960278;1400;40000
Constantine;Algeria;36365;6.61472;1400;30000
Copenhagen;Denmark;55.67594;12.56553;1400;9000
Cordoba;Spain;38.046133;-4.893564;1400;36000
Cremona;Italy;45.13617;10.02797;1400;35000
Cuttack;India;20.46497;85.87927;1400;75000
Damascus;Syria;33.5102;36.29128;1400;74000
Dienne;Senegal;15.033366;-16.350122;1400;20000
Dongola;Sudan;19.16667;30.48333;1400;25000
Dublin;Ireland;53.33306;-6.24889;1400;12000
Dumyat;Egypt;31.41648;31.81332;1400;90000
Edirne;Turkey;41.681808;26.562269;1400;36000
Erfurt;Germany;50.9787;11.03283;1400;32000
Feodosia;Russian Federation;45.048889;35.379167;1400;75000
Ferrara;Italy;44.82678;11.62071;1400;25000
Fez;Morocco;34.033333;-5.01;1400;125000
Florence;Italy;43.771033;11248;1400;61000
Frankfurt am Main;Germany;50.110922;8.682128;1400;17000
Fuzhou;China;26.076111;119.306389;1400;81000
Gao;Mali;16.27167;-0.04472;1400;40000
Gauda;India;24.866667;88.133333;1400;40000
Genova;Italy;44.40565;8.946256;1400;66000
Gent;Belgium;51.053469;3.730378;1400;70000
Goa;India;15.299333;74124;1400;40000
Granada;Spain;37.177336;-3.598558;1400;90000
Gresik;Indonesia;-7.15389;112.65611;1400;40000
Guangzhou;China;23.11667;113.25;1400;150000
Guiyang;China;26.647661;106.630154;1400;12000
Gulbarga;India;17.33764;76.83787;1400;90000
Gumarcaj;Guatemala;14.7667;-91.2667;1400;30000
Hamburg;Germany;53.57532;10.01534;1400;22000
Hangzhou;China;30.25;120.166667;1400;240000
Hanoi;Vietnam;21.033333;105.85;1400;46000
Hormuz;Iran;27.1;56.45;1400;50000
Inwa;Myanmar;21.857353;95.981936;1400;50000
Istanbul;Turkey;41.005275;28.976944;1400;75000
Jerez de la Frontera;Spain;36.6936;-6.132431;1400;15000
Jingdezhen;China;29.268836;117.17842;1400;75000
Kaifeng;China;34.7986;114.30742;1400;90000
Kano;Nigeria;12.00012;8.51672;1400;30000
Karaman;Turkey;37.18111;33215;1400;50000
Kilwa;Tanzania;-9.149644;38.987675;1400;30000
Krakow;Poland;50.06143;19.93658;1400;18000
Kunming;China;25.03889;102.71833;1400;50000
Kush;Egypt;18.53;31.84;1400;50000
Kyoto;Japan;35.02107;135.75385;1400;150000
Liege;Belgium;50.63373;5.56749;1400;23000
Lisbon;Portugal;38.71667;-9.13333;1400;55000
London;United Kingdom;51.511214;-0.119825;1400;50000
Luang Prabang;Lao People's Democratic Republic;19.884111;102.141633;1400;50000
Lubeck;Germany;53.865886;10.687097;1400;27000
Lucca;Italy;43.84357;10.50585;1400;23000
Lyon;France;45.74846;4.84671;1400;35000
Magdeburg;Germany;52.130808;11.628878;1400;20000
Majapahit;Indonesia;-8.18947;113.667019;1400;40000
Malaga;Spain;36.721261;-4.421267;1400;30000
Mali;Mali;11;-8;1400;50000
Mantova;Italy;45.156417;10.791375;1400;25000
Marrakech;Morocco;31.63416;-7.99994;1400;50000
Marseille;France;43.29695;5.38107;1400;10000
Meknes;Morocco;33.89352;-5.54727;1400;35000
Metz;France;49.11911;6.17269;1400;25000
Milan;Italy;45.465453;9.198786;1400;80000
Moscow;Russian Federation;55.75222;37.61556;1400;30000
Nanchang;China;28.68333;115.88333;1400;60000
Nanjing;China;32.05;118.766667;1400;487000
Naples;Italy;40.851775;14.268122;1400;40000
Nara City;Japan;34.685333;135.832742;1400;8000
Newcastle upon Tyne;United Kingdom;54.978253;-1.617781;1400;4000
Nicosia;Cyprus;35.16667;33.36667;1400;18000
Ningbo;China;29.866667;121.55;1400;60000
Nizhniy Novgorod;Russian Federation;56.3269;44.0075;1400;45000
Novgorod;Russian Federation;58.525569;31.274192;1400;45000
Nurnberg;Germany;49.452031;11.07675;1400;18000
Orleans;France;47.902964;1.90925;1400;30000
Oyo;Nigeria;7.85;3.93333;1400;50000
Padua;Italy;45.406436;11.876761;1400;32000
Palermo;Italy;38.115689;13.361267;1400;25000
Palma;Spain;39.56939;2.65024;1400;15000
Pandua;India;23.07492;88.28637;1400;60000
Paris;France;48.856614;2.352222;1400;280000
Parma;Italy;44.80266;10.32898;1400;17000
Patan;India;23.8507;72.12963;1400;60000
Pavia;Italy;45.18446;9.16145;1400;17000
Pegu;Myanmar;17.333333;96.483333;1400;50000
Piacenza;Italy;45.04676;9.69937;1400;24000
Prague;Austria;50.08804;14.42076;1400;95000
Pskov;Russian Federation;57.8136;28.3496;1400;30000
Quilon;India;8.88;76.6;1400;60000
Quito;Ecuador;-0.22985;-78.52495;1400;20000
Riobamba;Ecuador;-1.67083;-78.64861;1400;50000
Rome;Italy;41.89474;12.4839;1400;33000
Roskilde;Denmark;55.64152;12.08035;1400;31000
Rouen;France;49.44313;1.09932;1400;80000
Samarkand;Uzbekistan;39.6576;66.947561;1400;130000
Seoul;Republic of Korea;37.56826;126.97783;1400;100000
Seville;Spain;37.388097;-5.982331;1400;60000
Shiraz;Iran;29.61031;52.53114;1400;80000
Skopje;Serbia;41.99646;21.43141;1400;22000
Smolensk;Russian Federation;54.7818;32.0401;1400;25000
Soest;Germany;51.57558;8.10619;1400;18000
Sofia;Bulgaria;42.69751;23.32415;1400;20000
Soltaniyeh;Iran;36.434722;48.7975;1400;50000
Sudak;Russian Federation;44.84924;34.97471;1400;30000
Suzhou;China;31.3;120.6;1400;129000
Tabriz;Iran;38.08;46.2919;1400;150000
Taiyuan;China;37.87059;112.548879;1400;51000
Targoviste;Romania;44.924167;25.456667;1400;25000
Texcoco;Mexico;19.504422;-98.891425;1400;60000
Thessaloniki;Greece;40.63935;22.944606;1400;42000
Tlemcen;Algeria;34.87833;-1315;1400;70000
Toledo;Spain;39.862831;-4.027322;1400;34000
Tombouctou;Mali;16.77348;-3.00742;1400;20000
Toulouse;France;43.60426;1.44367;1400;23000
Tournai;Belgium;50.60715;3.38932;1400;19000
Tours;France;47.38333;0.68333;1400;25000
Trabzon;Turkey;41.00145;39.717806;1400;50000
Trakai;Lithuania;54.633333;24.933333;1400;50000
Troyes;France;48.3;4.08333;1400;20000
Tsinkiang;China;24.913889;118.58583;1400;65000
Tunis;Tunisia;36.818811;10.165961;1400;50000
Tver;Russian Federation;56.858722;35.917597;1400;20000
Valencia;Spain;39.469908;-0.376289;1400;45000
Valenciennes;France;50.35;3.53333;1400;19000
Venice;Italy;45.440847;12.315514;1400;110000
Verona;Italy;45.43419;10.99779;1400;35000
Vienna;Austria;48.20849;16.37208;1400;30000
